image,analysis
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/078_044866e7.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/079_40a598dc.jpg,"[1, 0, 0, 1, 0]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/080_e998ab00.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/081_12fb31ec.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/082_047778bb.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/083_bdada1e2.jpg,"[0, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/084_da751ddd.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/085_f579db33.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/086_f2c730f3.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/087_f325890f.jpg,"[1, 0, 0, 1, 0]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/088_029ffc54.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/089_33e36564.jpg,"[1, 0, 0, 1, 0]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/090_da55509f.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/091_b5b4a62f.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/092_26130bb1.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/093_6ce62543.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/094_c255b703.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/095_0be163a1.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/096_75710434.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/097_9a6bf61f.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/098_dd1405fc.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/099_c22d3e48.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Angelina Jolie/100_31ff9373.jpg,"[1, 0, 0, 1, 1]"
