image,analysis
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/049_0f461a3e.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/050_7509d1bb.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/051_8bed72f0.jpg,"[1, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/052_08084521.jpg,"[0, 1, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/053_8075590e.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/054_d500397d.jpg,"[1, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/055_51880515.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/056_f2f25510.jpg,"[1, 1, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/057_8572457a.jpg,"[0, 1, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/058_4ed85318.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/059_01c01e72.jpg,"[0, 1, 1, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/060_19a80cff.jpg,"[1, 1, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/061_b36635a2.jpg,"[0, 1, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/062_81d4fb18.jpg,"[0, 1, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/063_fe99146b.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/064_9ac818ed.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/065_343bfe69.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/066_0bdb9ac3.jpg,"[0, 1, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/067_fb66d8ac.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/068_72330c63.jpg,"[1, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/069_0548213f.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/070_6192068e.jpg,"[0, 1, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/071_a9b71352.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/072_0dbe44e4.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/073_9d58f7ef.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/074_a86aab43.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/075_dff1c336.jpg,"[0, 1, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/076_318ed434.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/077_a908452a.jpg,"[0, 1, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/078_adefb117.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/079_91098298.jpg,"[0, 1, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/080_f5386479.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/081_725684cb.jpg,"[0, 1, 1, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/082_d9295121.jpg,"[1, 1, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/083_f284dc2b.jpg,"[0, 1, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/084_f5991991.jpg,"[1, 1, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/085_b44c8d35.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/086_9b44c502.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/087_7c6523e6.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/088_ff699567.jpg,"[0, 1, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/089_b11d4b97.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/090_d347e279.jpg,"[0, 1, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/091_5307a177.jpg,"[0, 0, 0, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/092_c27c41de.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/093_8bbca2a0.jpg,"[0, 0, 0, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/094_087829ab.jpg,"[0, 1, 1, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/095_dd07ab81.jpg,"[1, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/096_84100579.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/097_833dba65.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/098_b78efdc8.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/099_0d04ca3f.jpg,"[0, 1, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Robert Downey Jr/100_dcb749ca.jpg,"[0, 0, 1, 0, 0]"
