image,analysis
Dataset P2/Celebrity Faces Dataset/Brad Pitt/045_6895fe7e.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/046_8bf34269.jpg,"[1, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/047_80045019.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/048_185402c6.jpg,"[1, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/049_31625c44.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/050_3e39c960.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/051_fd8a292f.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/052_b80b0a3f.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/053_be062c12.jpg,"[1, 0, 1, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/054_9f01aefa.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/055_14a5e7bc.jpg,"[1, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/056_8362ff51.jpg,"[1, 0, 0, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/057_545ca96d.jpg,"[1, 0, 1, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/058_ca613f72.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/059_ef2c0ca7.jpg,"[1, 1, 1, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/060_136e5ef5.jpg,"[1, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/061_38d21dc0.jpg,"[1, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/062_f0c8d0c8.jpg,"[0, 1, 1, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/063_a90951c4.jpg,"[1, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/064_213e2850.jpg,"[1, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/065_34848907.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/066_1867585d.jpg,"[1, 0, 0, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/067_571d88eb.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/068_5ebbf7fb.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/069_8533eee4.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/070_0acb9d53.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/071_2d51687a.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/072_da45cf8f.jpg,"[1, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/073_aa4e37e8.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/074_6f4720aa.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/075_a7a83d60.jpg,"[1, 1, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/076_75b9dd73.jpg,"[0, 0, 1, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/077_ddf0abd8.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/078_b546dff5.jpg,"[0, 0, 1, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/079_e3171916.jpg,"[1, 0, 1, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/080_569bb446.jpg,"[1, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/081_4d677d83.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/082_545afee5.jpg,"[1, 1, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/083_d6f1d5ac.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/084_4876da64.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/085_5c4b6432.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/086_8274c0d1.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/087_155f1f74.jpg,"[1, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/088_b1977c95.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/089_7a7d2c5d.jpg,"[1, 0, 1, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/090_12e1f614.jpg,"[1, 0, 0, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/091_8561b34e.jpg,"[1, 1, 1, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/092_22d9de5d.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/093_c4d318cd.jpg,"[0, 0, 0, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/094_16e562f0.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/095_1104d364.jpg,"[1, 0, 0, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/096_b096ebfe.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/097_df404aa1.jpg,"[1, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/098_36dd62c5.jpg,"[1, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/099_151b7575.jpg,"[1, 0, 1, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Brad Pitt/100_f4b2c7a7.jpg,"[0, 0, 0, 0, 0]"
