image,analysis
Dataset P2/Celebrity Faces Dataset/Natalie Portman/028_0021b8a3.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/029_2f4ca9e5.jpg,"[1, 0, 0, 1, 0]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/030_ff4d2ab8.jpg,"[0, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/031_972f207f.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/032_79db7bb4.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/033_34c27ce3.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/034_c658f190.jpg,"[0, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/035_2238b9ea.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/036_b81fcbb5.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/037_aa4ba2b1.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/038_4930b73f.jpg,"[0, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/039_defb8d63.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/040_d80d3727.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/041_e75de60a.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/042_8168b9f8.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/043_a95c3f60.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/044_775d6581.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/045_2538be49.jpg,"[1, 0, 0, 1, 0]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/046_87ab3cfe.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/047_d39de18c.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/048_9f118a78.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/049_f7490e79.jpg,"[0, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/050_4bfee337.jpg,"[0, 0, 0, 1, 0]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/051_9dbec6e1.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/052_f9072013.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/053_5b6de4ba.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/054_f0cd83d5.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/055_39a3d190.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/056_666b6673.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/057_a633d34a.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/058_75c1a7f6.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/059_c13d7734.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/060_d89f212b.jpg,"[0, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/061_029fc37f.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/062_e1d9ac7c.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/063_1fb10bab.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/064_f261e561.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/065_3fcffc66.jpg,"[0, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/066_6d963e5e.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/067_706a358a.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/068_f1faa56e.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/069_c9e3207d.jpg,"[0, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/070_b83e7724.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/071_7621368b.jpg,"[1, 0, 0, 1, 0]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/072_7dbad240.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/073_dfbed64d.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/074_f835bfaf.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/075_2b6154c6.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/076_2d7a6078.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/077_e589a0e2.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/078_15befce2.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/079_61aaf003.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/080_12cefe70.jpg,"[1, 0, 0, 1, 0]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/081_bdc0cced.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/082_6883328f.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/083_7fc7beca.jpg,"[0, 0, 0, 1, 0]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/084_9db2a724.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/085_5abcaccb.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/086_e6cb087e.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/087_dabfb9e0.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/088_c6c7b0b2.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/089_7a22dd1d.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/090_d2b11902.jpg,"[0, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/091_6985bf33.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/092_a67b993f.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/093_dbb553bf.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/094_6aec42c7.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/095_00690f89.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/096_e119e862.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/097_ec4fe2e9.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/098_d82741fc.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/099_75aa5bcc.jpg,"[1, 0, 0, 1, 0]"
Dataset P2/Celebrity Faces Dataset/Natalie Portman/100_f11d5057.jpg,"[1, 0, 0, 1, 1]"
