image,analysis
Dataset P2/Celebrity Faces Dataset/Denzel Washington/083_9436dbb0.jpg,"[0, 0, 1, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/084_43b55cdf.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/085_8366382f.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/086_8eefe9d0.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/087_cec971ab.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/088_fb4a5e01.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/089_2539e4d9.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/090_2f85a193.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/091_cc106747.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/092_8f204d71.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/093_4027b1e2.jpg,"[0, 1, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/094_7858a9ff.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/095_0a05b6dc.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/096_9ff8b67f.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/097_b745e092.jpg,"[0, 0, 1, 0, 1]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/098_1559ae78.jpg,"[0, 0, 0, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/099_b7d16411.jpg,"[0, 0, 1, 0, 0]"
Dataset P2/Celebrity Faces Dataset/Denzel Washington/100_26562919.jpg,"[0, 0, 1, 0, 1]"
