image,analysis
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/057_bec7ded3.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/058_35da9cd6.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/059_b5b38942.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/060_a274185c.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/061_694af034.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/062_f2c308de.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/063_8e71347c.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/064_84cdff70.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/065_164f7ee0.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/066_54b75717.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/067_259ec75e.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/068_4b87f13b.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/069_1b7a9cf8.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/070_c3d751bb.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/071_45baaf8f.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/072_6abd70dd.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/073_b0bfca72.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/074_6e18fec0.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/075_4b6e8283.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/076_469143b0.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/077_d8ba3326.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/078_d9a9ca25.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/079_c4558d9a.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/080_abc596b4.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/081_9039f6c1.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/082_24911cfe.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/083_d310d201.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/084_6b81d36b.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/085_69f8d759.jpg,"[1, 1, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/086_1d515df9.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/087_16446f73.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/088_0b2e9007.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/089_15cc8ac7.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/090_f3644e6b.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/091_37b0b664.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/092_8c255f73.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/093_acd4a718.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/094_b654a685.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/095_bcb2e593.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/096_4eb6b8b7.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/097_783b21f0.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/098_529825da.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/099_d22b8b8b.jpg,"[1, 0, 0, 1, 1]"
Dataset P2/Celebrity Faces Dataset/Sandra Bullock/100_e1433988.jpg,"[1, 0, 0, 1, 0]"
